"cap";"categoria";"clifor";"cod_agente";"conto";"es_iva";"listino";"localita";"mastro";"natura";"pagamento";"pr";"rag_sociale1";"sconto";"spese";"tipo_fatturaz";"zona"
"46014";"";"F";"0";"98";"0";"";"CASTELLUCCHIO";"40";"1";"3RD";"MN";"LEVONI S.p.A";"0";"1";"N";""
"46035";"";"F";"0";"450";"0";"";"OSTIGLIA";"40";"2";"R.D";"MN";"ELLA DI ELSA CUGOLA";"0";"1";"N";""
"46035";"";"F";"0";"523";"0";"";"OSTIGLIA";"40";"1";"R.D";"MN";"ELLA SRL";"0";"1";"N";""
"46045";"";"F";"0";"575";"0";"";"MARENGO DI MARMIROLO";"40";"1";"RD3";"MN";"NOVELLINI FOOD SRL";"0";"1";"N";""
"46100";"";"F";"0";"297";"0";"";"MANTOVA";"40";"1";"R.D";"MN";"APCOA PARKING ITALIA SPA";"0";"1";"N";""
"47018";"";"F";"0";"603";"0";"";"SANTA SOFIA";"40";"1";"RD3";"FC";"BIO ITALY SERVICE SRL";"0";"1";"N";""
"47020";"";"F";"0";"491";"0";"";"ROCCOFREDDO";"40";"1";"RD3";"FC";"SOC.AGR.GUIDI DI RONCOFREDDO";"0";"1";"N";""
"47023";"";"F";"0";"173";"0";"";"CESENA";"40";"1";"RB3";"FC";"IRIDE CONSULTING SRL";"0";"1";"N";""
"47035";"";"C";"0";"105";"0";"";"GAMBETTOLA";"14";"1";"R.D";"FC";"MAESTRI PINO S.R.L.";"0";"0";"1";""
"47043";"";"F";"0";"597";"0";"";"GATTEO A MARE";"40";"1";"R.D";"FC";"COMCART SRL";"0";"1";"N";""
"47121";"";"F";"0";"510";"0";"";"REGGIO EMILIA";"40";"1";"RD3";"RE";"PR ITALIA SRLS";"0";"1";"N";""
"47122";"";"F";"0";"141";"0";"";"FORLI'";"40";"1";"RB3";"FC";"AGRIFLEX SRL";"0";"1";"N";""
"47521";"";"C";"4";"59";"0";"33";"CESENA";"14";"1";"RD3";"FC";"ROMAGNA MARKET SAS";"0";"0";"2";"5"
"47522";"";"C";"4";"60";"0";"34";"CALABRINA DI CESENA";"14";"1";"RD3";"FC";"SUPERMERCATO QUATTRO B SNC DI";"0";"0";"2";"5"
"47522";"";"F";"0";"35";"0";"";"CESENA";"40";"1";"RD3";"FC";"OROGEL S.P.A. CONSORTILE";"0";"1";"N";""
"47522";"";"F";"0";"74";"0";"";"CESENA";"40";"2";"RB3";"FO";"MAGNOLIA CONSULTING DI";"0";"1";"N";""
"47522";"";"F";"0";"95";"0";"";"CESENA";"40";"1";"R.D";"FC";"ACQUAFRESCA TOSCANA SRL";"0";"1";"N";""
"47838";"";"F";"0";"116";"0";"";"RICCIONE";"40";"1";"R.D";"RN";"FOOD & WINE PROJECT";"0";"1";"N";""
"48010";"";"F";"0";"5";"0";"";"COTIGNOLA";"40";"1";"RB3";"RA";"VULCAFLEX PACKAGING S.R.L.";"0";"1";"N";""
"48012";"";"F";"0";"243";"0";"";"BAGNACAVALLO";"40";"1";"RD3";"RA";"COMPAGNIA ITALIANA ALIMENTI";"0";"1";"N";""
"48022";"";"F";"0";"166";"0";"";"LUGO";"40";"1";"R.D";"RA";"TRADUCO SRL";"0";"1";"N";""
"48022";"";"F";"0";"241";"0";"";"S.M.IN FABRIAGO LUGO";"40";"1";"RD3";"RA";"EUROVO SRL";"0";"1";"N";""
"50011";"";"F";"0";"23";"0";"";"BIBBIENA";"40";"1";"RB6";"AR";"TPC GROUP S.R.L.";"0";"1";"N";""
"50013";"";"F";"0";"595";"0";"";"CAMPI BISENZIO";"40";"2";"RD3";"FI";"NESTERINI FEDERICO";"0";"1";"N";""
"50018";"";"F";"0";"18";"0";"";"SCANDICCI";"40";"1";"RBB";"FI";"ETICHETTIFICIO L.P. s.a.s.";"0";"1";"N";""
"50018";"";"F";"0";"359";"0";"";"SCANDICCI";"40";"1";"RBB";"FI";"INCHIP SRL";"0";"1";"N";""
"50018";"";"F";"0";"385";"0";"";"SCANDICCI";"40";"2";"R.D";"FI";"MASINI LEONARDO";"0";"1";"N";""
"50018";"ECO";"C";"0";"13";"0";"EC";"SCANDICCI";"13";"2";"P";"FI";"CLIENTE 21";"0";"0";"2";"16"
"50019";"";"F";"0";"366";"0";"";"SESTO FIORENTINO";"40";"1";"RD3";"FI";"OPSON SRL";"0";"1";"N";""
"50019";"";"F";"0";"431";"0";"";"SESTO FIORENTINO";"40";"1";"RD3";"FI";"OPSON SRL";"0";"1";"N";""
"50021";"";"F";"0";"421";"0";"";"BARBERINO VAL D'ELSA";"40";"1";"3RD";"FI";"FLEXO ETICHETTE SRL";"0";"1";"N";""
"50022";"";"F";"0";"509";"0";"";"PANZANO IN CHAINTI-GREVE";"40";"1";"RD3";"FI";"AZIENDA OLEARIA DEL CHIANTI";"0";"1";"N";""
"50023";"";"F";"0";"185";"0";"";"IMPRUNETA";"40";"2";"R.D";"FI";"OSTERIA LA PORTA DEL CHIANTI";"0";"1";"N";""
"50028";"";"C";"0";"99";"0";"";"TAVARNELLE VAL DI PESA";"14";"1";"R.D";"FI";"CENTRO RISTORO VALDIPESA SRL";"0";"0";"2";"16"
"50028";"";"F";"0";"361";"0";"";"TAVARNELLE VAL DI PESA";"40";"1";"RD6";"FI";"CENTRO RISTORO VALDIPESA SRL";"0";"1";"N";""
"50032";"";"C";"0";"133";"0";"";"BORGO SAN LORENZO";"14";"1";"R.D";"FI";"CASSIGOLI ANDREA SAS";"0";"0";"2";"16"
"50032";"";"F";"0";"331";"0";"";"BORGO SAN LORENZO";"40";"2";"RD3";"FI";"SAURO CRESCIOLI";"0";"1";"N";""
"50032";"";"F";"0";"344";"0";"";"BORGO SAN LORENZO";"40";"1";"RD3";"FI";"CASSIGOLI ANDREA & C.SAS";"0";"1";"N";""
"50032";"";"F";"0";"539";"0";"";"BORGO SAN LORENZO";"40";"2";"R.D";"FI";"CRESCIOLI SAURO";"0";"1";"N";""
"50032";"";"F";"0";"558";"0";"";"BORGO SAN LORENZO";"40";"2";"";"FI";"CAMILLA CRESCIOLI";"0";"1";"N";""
"50038";"";"F";"0";"340";"0";"";"SCARPERIA SAN PIERO A S.";"40";"1";"RD3";"FI";"STORICA FATTORIA PALAGIACCIO";"0";"1";"N";""
"50038";"DIS";"C";"0";"94";"0";"53";"SCARPERIA SAN PIERO SIEVE";"14";"1";"RD6";"FI";"STORICA FATTORIA PALAGIACCIO";"0";"0";"1";"16"
"50041";"";"F";"0";"205";"0";"";"CALENZANO";"40";"1";"R3S";"FI";"MOLINO BORGIOLI s.p.a";"0";"1";"N";""
"50041";"";"F";"0";"283";"0";"";"CALENZANO";"40";"1";"R.D";"FI";"RIST.IL PORTICO SRL";"0";"1";"N";""
"50041";"";"F";"0";"318";"0";"";"CALENZANO";"40";"2";"R.D";"FI";"BOCCA BONA SRL";"0";"1";"N";""
"50041";"";"F";"0";"405";"0";"";"CALENZANO";"40";"1";"RB3";"FI";"SOTEA SISTEM SRL";"0";"1";"N";""
"50041";"";"F";"0";"500";"0";"";"CALENZANO";"40";"1";"R.D";"FI";"NENCINI SPORT SPA";"0";"1";"N";""
"50047";"DET";"C";"0";"83";"0";"49";"PRATO";"14";"1";"R.D";"PO";"FCM FOOD & BEVERAGE SRL";"0";"0";"2";"16"
"50047";"";"F";"0";"41";"0";"";"PRATO";"40";"1";"";"PO";"E.S.TR.A Elettricita' S.P.A";"0";"1";"N";""
"50050";"";"F";"0";"426";"0";"";"MONTAIONEUIDI";"40";"1";"RD3";"FI";"CASANOVA TOSCANA FOOD SRL";"0";"1";"N";""
"50050";"";"F";"0";"453";"0";"";"MONTAIONE";"40";"1";"RBB";"FI";"ITALCONF SRL";"0";"1";"N";""
"50050";"";"F";"0";"573";"0";"";"CAPRAIA E LIMITE";"40";"1";"R.D";"FI";"GUSTI TOSCANI gluten free Srl";"0";"1";"N";""
"50051";"";"F";"0";"136";"0";"";"CASTELFIORENTINO";"40";"1";"RD3";"FI";"CALUGI SRL";"0";"1";"N";""
"50051";"";"F";"0";"96";"0";"";"EMPOLI";"40";"1";"RB3";"FI";"PASTIFICIO MONTI FRANCESCO srl";"0";"1";"N";""
"50053";"";"F";"0";"14";"0";"";"EMPOLI";"40";"1";"RB3";"FI";"IMBALLPLAST s.r.l.u.";"0";"1";"N";""
"50053";"";"F";"0";"382";"0";"";"EMPOLI";"40";"1";"RB6";"FI";"IMBALLPLAST GROUP SRL";"0";"1";"N";""
"50055";"";"F";"0";"482";"0";"";"LASTRA A SIGNA";"40";"1";"R.D";"FI";"GRG SRL";"0";"1";"N";""
"50059";"";"F";"0";"209";"0";"";"VINCI";"40";"1";"RBB";"FI";"ROTOCEL BROKERS SRL";"0";"1";"N";""
"50059";"";"F";"0";"403";"0";"";"VINCI";"40";"1";"RBB";"FI";"COSMOPACK SRL";"0";"1";"N";""
"50062";"";"F";"0";"479";"0";"";"DICOMANO";"40";"1";"R.D";"FI";"C.A.T. TELECOMUNICAZIONI SRL";"0";"1";"N";""
"50062";"";"F";"0";"488";"0";"";"DICOMANO";"40";"1";"R.D";"FI";"RIST.SERGIO SNC DI NALDONI GeC";"0";"1";"N";""
"50062";"";"F";"0";"546";"0";"";"DICOMANO";"40";"2";"R.D";"FI";"MASSIMO RAVICIOLI";"0";"1";"N";""
"50063";"";"C";"0";"12";"0";"32";"FIGLINE VALDARNO";"14";"1";"RD3";"FI";"F.LLI RIGHI SRL";"0";"0";"1";"9"
"50063";"";"F";"0";"424";"0";"";"FIGLINE VALDARNO";"40";"1";"RD3";"FI";"LA LOGGIA SPORT SRL";"0";"1";"N";""
"50063";"";"F";"0";"551";"0";"";"FIGLINE VALDARNO";"40";"1";"RB3";"FI";"LA FENICE BUSINNES SOLUTION";"0";"1";"N";""
"50063";"ECO";"C";"0";"17";"0";"EC";"FIGLINE VALDARNO";"13";"2";"P";"FI";"CLIENTE 22";"0";"0";"2";"16"
"50065";"";"F";"0";"61";"0";"";"PONTASSIEVE";"40";"1";"RD3";"FI";"SALUMIFICIO GERINI SPA";"0";"1";"N";""
"50067";"";"F";"0";"265";"0";"";"RIGNANO SULL'ARNO";"40";"1";"RD6";"FI";"IL TRIANGOLO SRL";"0";"1";"N";""
"50067";"DET";"C";"0";"44";"0";"22";"RIGNANO SULL'ARNO";"14";"1";"CON";"FI";"STOPPIONI EDOARDO & MARCO SNC";"0";"0";"2";"16"
"50100";"";"F";"0";"459";"0";"";"FIRENZE";"40";"2";"RD3";"FI";"BELERIAN EMANUELA";"0";"1";"N";""
"50121";"";"F";"0";"162";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"FIRENZE PARCHEGGI SPA";"0";"1";"N";""
"50121";"";"F";"0";"591";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"SWEET LUNGARNO SRL";"0";"1";"N";""
"50121";"DOO";"C";"0";"137";"0";"63";"FIRENZE";"14";"1";"RD3";"FI";"CARTER SRL";"0";"0";"1";"1"
"50122";"";"F";"0";"184";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"ELLEMME SRL";"0";"1";"N";""
"50122";"";"F";"0";"394";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"PROMOZIONE FIRENZE AZIENDA";"0";"1";"N";""
"50125";"";"F";"0";"593";"0";"";"FIRENZE";"40";"1";"RB6";"FI";"DITTA ARTIGRAFICHE ESSEGI SNC";"0";"1";"N";""
"50126";"";"F";"0";"275";"0";"";"FIRENZE";"40";"2";"R.D";"FI";"VITTORIO FERRUZZI";"0";"1";"N";""
"50126";"";"F";"0";"413";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"RO.GI SNC DI MARCO GINESTRONI";"0";"1";"N";""
"50126";"";"F";"0";"45";"0";"";"FIRENZE";"40";"1";"RD3";"FI";"FIRENZE SRL";"0";"1";"N";""
"50127";"";"C";"0";"163";"0";"";"FIRENZE";"14";"2";"R.D";"FI";"NORDIC BREEZE DI KHERY";"0";"0";"1";""
"50127";"";"F";"0";"232";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"TOSCANA AEROPORTI SPA";"0";"1";"N";""
"50127";"";"F";"0";"581";"0";"";"FIRENZE";"40";"2";"R.D";"FI";"FRANCESCO PERINI";"0";"1";"N";""
"50127";"";"F";"0";"606";"0";"";"FIRENZE";"40";"2";"R.D";"FI";"NORDIC BREEZE DI KHEIRY";"0";"1";"N";""
"50127";"DET";"C";"0";"124";"0";"";"FIRENZE";"14";"2";"";"FI";"ASSOCIAZIONE BANCO ALIMENTARE";"0";"0";"1";""
"50129";"";"F";"0";"128";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"UNICOOP FIRENZE";"0";"1";"N";""
"50129";"";"F";"0";"336";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"GALEON SRL";"0";"1";"N";""
"50129";"GDO";"C";"0";"1";"0";"2";"FIRENZE";"14";"1";"RD3";"FI";"UNICOOP FIRENZE S.C.R.L.";"0";"0";"2";"16"
"50129";"GDOCO";"C";"0";"154";"0";"7";"FIRENZE";"14";"1";"RD3";"FI";"TERRE DI MEZZO SRL";"0";"0";"1";"16"
"50132";"";"F";"0";"323";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"CHANGE TRAINING & CONSULTING";"0";"1";"N";""
"50132";"";"F";"0";"469";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"TRIADE DI MAGRO FELICE & C SAS";"0";"1";"N";""
"50134";"";"C";"0";"74";"0";"";"FIRENZE";"14";"1";"R.D";"FI";"SEYTRADE SRL";"0";"0";"1";"16"
"50134";"ECO";"C";"0";"2";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 23";"0";"0";"2";"16"
"50135";"";"F";"0";"206";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"TECNOENGINEERING SRL";"0";"1";"N";""
"50136";"";"F";"0";"429";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"C.C.L.TOSCANA SOC.CONSORTILE";"0";"1";"N";""
"50136";"";"F";"0";"499";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"ON COMPANY SRL";"0";"1";"N";""
"50136";"DET";"C";"0";"76";"0";"";"FIRENZE";"14";"1";"R.D";"FI";"CONFRATERNITA DI MISERICORDIA";"0";"0";"1";"16"
"50136";"ECO";"C";"0";"11";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 24";"0";"0";"2";"16"
"50141";"";"F";"0";"448";"0";"";"FIRENZE";"40";"1";"RD3";"FI";"COOP.FACCHINI CASTELLO S.C.P.A";"0";"1";"N";""
"50141";"";"F";"0";"47";"0";"";"FIRENZE";"40";"1";"R.D";"FI";"ETIFOIL GROUP SRL";"0";"1";"N";""
"50141";"ECO";"C";"0";"22";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 25";"0";"0";"2";"16"
"50142";"DET";"C";"0";"138";"0";"83";"FIRENZE";"14";"2";"R.D";"FI";"ANTICHI SAPORI DEL CASENTINO";"0";"0";"2";"16"
"50143";"";"F";"0";"360";"0";"";"FIRENZE";"40";"2";"R.D";"FI";"LEONARDO PELLI";"0";"1";"N";""
"50143";"ECO";"C";"0";"20";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 26";"0";"0";"2";"16"
"50143";"ECO";"C";"0";"7";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 27";"0";"0";"2";"16"
"50143";"ECO";"C";"0";"8";"0";"EC";"FIRENZE";"13";"2";"P";"FI";"CLIENTE 28";"0";"0";"2";"16"
"50144";"";"C";"0";"48";"0";"26";"FIRENZE";"14";"1";"R.D";"FI";"GASTRONOMIA LA META SNC DI";"0";"0";"2";"16"
